product_id,product_name,about_product,actual_price,Client A Catgories,Client B department,Client b Price Tier
B0BJYSCWFQ,"Kitchengenix's Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks (Red)","MORE THAN WAFFLES: Make your favorite breakfast classics, or get creative with waffled hash browns, cookies and even biscuit pizzas. Any batter will â€œwaffleâ€ into single serving portions. Great for families or on the go.|MINI IS MIGHTY: With a 4â€ nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.|MINI IS MIGHTY: With a 4â€ nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.WAFFLY EASY: Simply plug it in and go; the Waffle Maker heats up in minutes. Dual non-stick surfaces provide an even cook for consistent results and delicious golden waffles every time. Nonstick surfaces make cleanup a snap.|Non Stick Thick Waffle Maker Pan : You can experience non stick cooking wit this waffle maker gas, This waffle making machine offers rich thick Belgian baffles.|Durable and Energy Efficient : KITCHENGENIX brand is known for high quality material, we never compromise with quality and assure you great quality waffles maker.","1,999",Home > Kitchen > Waffle Maker,Home & Kitchen,Value
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Please select appropriate display resolution & refresh rate for proper display output. HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 2.0 standards (4K Video at 60 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 18Gbps and backwards compatible with earlier versions|Cable Length: 6 feet (1.8 meters); 1 year limited warranty",475,Electronics > Accessories > Hdmi Cable,Electronics,Value
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),LED indicator|Trendy two colours|Compatible with worldwide plugs|Ergonomic product design,171,Electronics > Accessories > Power Adapters,Electronics,Value
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | Decoding of HDR10+ HDR10, HLG | 1 billion colors | Gamma Engine with MEMC|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided","39,999",Mobile > Phones > Premium Tier,Electronics,Premium
B09YLYB9PB,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)","Fast Charging Cable - The cable can support upto a charging speed of 3A making it the optimal for Quick Charge / Rapid Charge and Turbo Charge devices.|Durable Cable- Using only premium quality materials and a tough, durable PVC Coating, the Ambrane USB cable is built for connecting and disconnecting over and over again without signal loss.|High Speed Data Transfer- 480 Mbps data transfer speed allows you to sync the data to the computer or other USB devices within few seconds.|Genuine USB Connectors- We use only certified and high-quality connectors ensuring not only the safety of the connected device but also reliable charging and high-speed data transmission|Universal Compatibility - Cable is fully compatible with Android Devices, Tablets, Bluetooth speakers, cameras, camcorders etc. and any other device that charges through a Micro USB cable.",399,Mobile > Phones > Value Tier,Electronics,Value
B0B2DD8BQ8,Wipro Vesta Grill 1000 Watt Sandwich Maker |Dual function-SW Maker&Griller|Non stick Coat -BPA&PTFE Free |Auto Temp Cut-off| Height Control -180á¶¿&105á¶¿ |2 year warranty|SS Finish|Standard size,"Truly multifunctional Grill Sandwich Maker which could used to make a sandwich maker to panini ,toast & Roast and also operate as a smokeless indoor Grill|Sandwich Maker â€“ Big size non stick plate (230mm*145 mm) opens upto 105á¶¿ (Extra 15á¶¿) for easy operation and usage|Grill â€“ With Huge plates can also be used to grill with plated opening upto 180á¶¿|Auto cut off feature to avoid excessive burning of food and stress free operation|Cool touch handle for safety and easy usage|Easy to clean non stick grill with quick heat up enabled by 1000 Watt function (2 years warranty)","3,099",Mobile > Phones > Premium Tier,Electronics,Mid-Range
B09NNJ9WYM,Sansui 80cm (32 inches) HD Ready Smart LED TV JSY32SKHD (BLACK) With Bezel-less Design,"Resolution: HD Ready (1366x768) | Refresh Rate: 60 hertz|Connectivity: 2 HDMI ports to connect multiple devices | 2 USB ports to connect hard drives and other USB devices | RJ45 | RF Port | Wi-Fi Direct | 2 AV Inputs | Headphone|Sound: 20 Watt Audio Output|Smart TV Features: Android 9 (GOS), In-built Apps Store, Screen Sharing, Remote with Hotkeys, Movie Box, Performance: Quad-Core A53 1.5GHz Processor | RAM 1GB, ROM 8GB|Display: HD Ready Crystal Clear Display | Bezel-less Design | Dynamic Contrast | High Brightness | Dynamic Colour Enhancer","19,990",Electronics > Televisions > LED TVs,Electronics,Premium
B07WG8PDCW,"pTron Bullet Pro 36W PD Quick Charger, 3 Port Fast Car Charger Adapter - Compatible with All Smartphones & Tablets (Black)","PTron bullet pro is a 36w charging power car charger passed the rigorous test by USB compliance standard and it's fast and safe to provides you the best possible quick charging performance|Qualcomm quick charge 3.0 technology charges QC3.0 enabled smartphones up to 80 percent faster, up to 4X faster than standard chargers via USB C or micro USB cable (cables are not included)|You can charge 3 devices simultaneously, it features 2 USB ports, 1 type C port, and 36w device output which is more than enough to charge smartphones or tablets at the same time|With a built-in USB Type-C port with Power Delivery (PD), charge all USB-C compatible devices at full speed from this travel-ready car outlet adapter.|It's built-in smart IC chip, ensures complete protection for you and your devices, including over-heating, over-current, high-temperature protection and short-circuit protection|It is compact, lightweight, well build quality and can be easily carried in a pocket, purse or suitcase|Extensive compatibility with USB-C and USB-powered devices including phones, tablets, dash cams, etc","1,299",Mobile > Phones > Premium Tier,Electronics,Value
B01MF8MB65,boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),"Has a PVC cable which is durable and tangle free. Impedance 16Î©, Sensitivity (dB) 92db Â±3db, Frequency Response 20Hz-20KHz|Compatibility and Connectivity: Compatible with Android/iOS and connectivity via 3.5mm AUX cable|IPX Rating: NA|Active Noise Cancellation: NA|Mic: In line Mic|Other Inclusions: Additional earbuds, Warranty Card|Innovative housing design enables for easy adjustment and optimal wearing comfort with powerful 10mm drivers for sonic clarity, bass-driven stereo sound and good attenuation of ambient noise",999,Mobile > Phones > Value Tier,Electronics,Value
B071113J7M,Sujata Powermatic Plus 900 Watts Juicer Mixer Grinder,"Centrifugal Juicer|1 Year Warranty|Most powerful 900 watts motor with double ball bearings for efficiency, low maintenance and trouble free running for years|Juicer with unique honeycomb filter mesh for finer juice with higher yield|22000 rpm operation- retains original flavor and aroma of juices and food|90 mins. continuous running- suitable for longer usage|Transparent and unbreakable mixer jar","7,506",Home > Kitchen > Mixer,Electronics,Mid-Range
B01FSYQ2A4,boAt Rockerz 400 Bluetooth On Ear Headphones With Mic With Upto 8 Hours Playback & Soft Padded Ear Cushions(Grey/Green),With 40mm Drivers get ready to immerse in HD auditory experience with super extra bass to get the day going. Inline Remote : No|Plug into your rhythm with style via the wireless Bluetooth headset and carry the vibe wherever you go|Stay immersed into Nirvana for extended durations with a playtime of up to 8 hours|Its lightweight and ergonomic design offers the comfort and ease while you listen to your favourite artists and have fun|The easy access integrated controls with built-in mic offers a smooth user experience and hands-free communication on the go|Stay connected to your sound via not one but two modes: Bluetooth as well as AUX|1 year warranty from the date of purchase.,"2,990",Mobile > Phones > Value Tier,Electronics,Mid-Range
B07JH1CBGW,"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2","[High Compatibility] : iPhone X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|[WARRANTY] 12-months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us (10am - 7pm Working days)","1,999",Mobile > Phones > Value Tier,Electronics,Value
B0BD3T6Z1D,"Samsung Galaxy M32 Prime Edition (Light Blue, 4GB RAM, 64GB)","Segment Best 16.21 centimeters (6.4-inch) Super AMOLED - Infinity U-cut display, FHD+ resolution with 90Hz Refresh rate, 800 Nits High Brightness Mode, protected by Gorilla Glass 5|Versatile 64MP+8MP+2MP+2MP Quad camera setup-64MP (F 1.8) main camera + 8MP (F2.2) Ultra wide camera+ 2MP (F2.4) depth camera + 2MP (2.4) Macro Camera| 20MP (F2.2) front camera|Monster 6000 mAh Battery | Memory, Storage & SIM: 4GB RAM | 64GB internal memory expandable up to 1TB| SIM 1 + SIM 2 + MicroSD|Android v12.0, One UI 4.1 operating system with MediaTek | Helio G80 Octa Core Processor 2GHz,1.8GHz|6000mAH lithium-ion battery, 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase","13,499",Mobile > Phones > Premium Tier,Electronics,Premium
B08QDPB1SL,Duracell Chhota Power AA Battery Set of 10 Pcs,Duracell AA Chota Power Batteries|Alkaline LR03/MN2400|Pack of 10,220,Electronics > Accessories > Batteries,Electronics,Value
B00NH11KIK,"AmazonBasics USB 2.0 Cable - A-Male to B-Male - for Personal Computer, Printer- 6 Feet (1.8 Meters), Black","One 6-foot-long (1.8 meters) high-speed multi-shielded USB 2.0 A-Male to B-Male cable|Connects mice, keyboards and speed-critical devices, such as external hard drives, printers and cameras to your computer|Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference|Full 2.0 USB capability/480 Mbps transfer speed|1 year limited warranty",695,Electronics > Accessories > Cables,Electronics,Value
B00R1P3B4O,Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,"10 sheets of Instax film compatible with Fujifilm Mini cameras- Mini 8, Mini9, Mini 11, Mini 90, Mini 40, Liplay and Mini Link Printer|Mini films comes with superb grain quality which produces vibrant colors and natural skin hues.|Press the button and capture your moment of joy which develops instantly into beautiful pictures.|Film size - 54(w) x 86(h) mm|Picture size - 46(w) x 62(h) mm|Number of prints - 10 per pack|Country of Origin: Japan",549,Electronics > Camera Accessories > Films,Electronics,Value
B0B2DJDCPX,"SWAPKART Fast Charging Cable and Data Sync USB Cable Compatible for iPhone 6/6S/7/7+/8/8+/10/11, 12, 13 Pro max iPad Air/Mini, iPod and iOS Devices (White)","[High Compatibility] : This iphone data cable supports with iPhone 6,6s,6 plus,6s plus,7 7 plus ,8 8plus,x,xs,11 pro max,12 mini pro max,13 mini pro max iPad Air, iPad mini, iPod Nano and iPod Touch|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank ,for fast charging ,fast adapter is must.|ðŸ˜ã€Durable Spring Protectionã€‘ï¼šThe easy-to-break connection port is protected by spring, which is a flexible and durable cable.You can use it with confidence.|ã€ Ultra High Qualityã€‘: According to the experimental results, the fishbone design can accept at least 20,000 bending and insertion tests for extra protection and durability. Upgraded 3D aluminum connector and exclusive laser welding technology, which to ensure the metal part won't break and also have a tighter connection which fits well even with a protective case on and will never loose connection.|ã€ Good After Sales Serviceã€‘-Our friendly and reliable customer service will respond to you within 24 hours ! you can purchase with confidence,and every sale includes a 365-day worry-free Service to prove the importance we set on quality.",499,Mobile > Phones > Premium Tier,Electronics,Value
B00CEQEGPI,"Logitech MK270r USB Wireless Keyboard and Mouse Set for Windows, 2.4 GHz Wireless, Spill-resistant Design, 8 Multimedia & Shortcut Keys, 2-Year Battery Life, PC/Laptop- Black","Easy to Use: This wireless keyboard and mouse combo features 8 multimedia hotkeys for instant access to the Internet, email, play/pause, and volume so you can easily check out your favorite sites.|Comfortable Mouse: This compact wireless mouse is designed to be equally comfortable for both left- and right-handed users, plus its smooth cursor control allows easy navigation on most surfaces.|Favorite Wireless Combo: MK270 brings together familiar typing, wireless freedom, and long battery life; no wonder this is the world's top-selling combo(4).|Durable and Resilient: This full-size wireless keyboard features a spill-resistant design (2), durable keys and sturdy tilt legs with adjustable height. Wireless range: 10 m|Type in Comfort: The design of this keyboard creates a comfortable typing experience thanks to the low-profile, quiet keys and standard layout with full-size F-keys, number pad, and arrow keys.|Reliable Plug and Play: The USB receiver provides a reliable wireless connection up to 33 ft (1), so you can forget about drop-outs and delays and you can take it wherever you use your computer.|SYSTEM COMPATIBILITY: Windows XP, Windows Vista, Windows 7,Windows 8, 10, 11 or later USB port.","2,295",Computing > Accessories > Keyboard,Electronics,Mid-Range
B00LM4X3XE,Parker Quink Ink Bottle (Black),Black Colour is washable in nature.|30ml Bottle|High quality ink,100,Stationery > Accessories > Bottles,Home & Kitchen,Value
B08WRKSF9D,"V-Guard Divino 5 Star Rated 15 Litre Storage Water Heater (Geyser) with Advanced Safety Features, White","ã€15 LITREã€‘Storage Water Heater;â€¯ã€BEE 5 STAR RATEDã€‘: Highly Energy Efficient with Extra Thick & High Density CFC Free PUF Insulation for Maximum Heat Retention;ã€COUNTRY OF ORIGINã€‘: India|ã€ANTI-CORROSIVE & SUITABLE FOR HARD WATER USAGEã€‘: Advanced Vitreous Enamel Coating protects the Inner Tank, Superior Incoloy 800 Heating Element ensures Sustained Performance, Extra Thick Magnesium Anode provides Added Protection|ã€66% REDUCTION IN LEAKAGEã€‘: Single Weld Line High Grade Mild Steel Tank|ã€SAFETY ASSUREDã€‘: Advanced Thermostat & Thermal Cut-out Mechanism for Dual Overheat Protection; 5-in-1 Multi-function Safety Valve prevents excessive Pressure Build-up, Vacuum Formation & Reverse Water Flow|ã€HYGIENIC & PUNGENT-FREE WATERã€‘: Multi-layer protection against Corrosion & Scaling|ã€PAN INDIA INSTALLATION AVAILABLE AT INR 350+GSTã€‘: Inlet and Outlet Connection Pipes can be purchased from the technician on a chargeable basis (INR.250)|ã€WITHSTANDS UP TO 8 BAR PRESSUREã€‘: Suitable for High Rise Buildings up to 35 floors and Pressure Pump Application","8,500",Home > Appliances > Heaters,Home & Kitchen,Premium
B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black","Performance with Style: India's favourite Mixer-Grinder-Blender, Nutriblend, is the perfect combination of superior performance and superb styling that adds beauty to your kitchen|Stainless Steel Blades: Super quality surgical stainless steel blades are able to grind everything and stay sharp despite working at high speeds. They extract every ounce of immunity enhancing anti-oxidants, pain relieving Omega 3s, proteins, vitamins & minerals from your foods|Specialised Functions: The Long Jar (500ml) comes with 4-wing blade for mixing-blending and the Short Jar (300ml) with 2-wing flat blade for grinding to make all kinds of chutneys, shakes, smoothies and masalas. Two useful lids â€“ for storing and sprinkling come with the product|Trademark Design: The attractive trademark flower design stands apart and is a symbol of health and quality. Itâ€™s a reflection of your refined taste in the kitchen|2 YEARS WARRANTY & AFTER SALES SERVICE: Reliable Wonderchef warranty with the best after sales service in over 12,000 pin codes across India. Also buy Spares & Accessories here.","5,000",Home > Appliances > Heaters,Home & Kitchen,Mid-Range
B07V82W5CN,"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black","Stylish Ultra-Slim design Keyboard & Mouse, Sealed membrane for overall protection, Brush metal finish, Advanced controls|Smooth responsive cursor control with easy scrolling, Designed for professional or gaming use|Professional Optical sensor with direct DPI switch 800/1200/1600 dpi, High quality switches for over 2 million clicks supported|2.4G wireless technology with 10m working range and nano-receiver, Energy saving design standby function","2,198",Computing > Accessories > Keyboard & Mouse Combos,Electronics,Mid-Range
B07H3WDC4X,"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",Simxen egg boiler electric automatic shut off|This Egg Boiler takes only 10 minutes to cook the eggs|Colour : Multi(Colour Will Be Send As Per Available In Stock..); Material : Plastic + Steel|You can consistently prepare eggs the way you like without fat or oil.|Size Name: 16 X 16 X 16 Cm; Color Name: White,999,Home > Kitchen Appliances > Egg Boilers,Home & Kitchen,Value
B09SZ5TWHW,"Swiss Military VC03 Wireless Car Vacuum Cleaner | Wireless Vacuum Cleaner for Home, Car, Living Room | Wireless Vacuum Cleaner Dust Collection/Lighting Car Pet Hair Vacuum with Powerful Motor","Small and portable, Dry wet amphibious and Strong suction|3 attachments can meet different needs, Can run for a long time and does not get heated|It can easily clean dust, debris, dog hair, cat hair and liquids|Equipped with a washable filter which has a longer life|Strong suction 120W high power motor with high efficiency dust vacuum","2,890",Home > Cleaning  > Vacuum Cleaner,Home & Kitchen,Mid-Range
B07Q4QV1DL,"ELV Aluminum Adjustable Mobile Phone Foldable Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Black)","Multi-angle adjustable stand: Free rotation of 270 degree viewing angle ensure the perfect angle of view and enhance the audio/video experience|Stylish design: Durable aluminum body, with a sturdy construction, can hold your phone steadily|Enjoy life: It's convenient to cook meals when you learn cooking through video teaching, without worrying about soiling the smartphones|Anti-slip pad: The anti-slip pad works perfect to keep your devices in place while in use and prevent from daily scratches and sliding|Fully foldable: ELV cell phone stand for desk can be fully folded to pocket-size, which will save you plenty of space and make it easy to carry anywhere; Very convenient for daily life|1 Year Manufacturing Warranty|Country of Origin: India","1,499",Mobile > Phones > Value Tier,Electronics,Value
B08LKS3LSP,"Gilary Multi Charging Cable, 3 in 1 Nylon Braided Fast Charging Cable for iPhone Micro USB Type C Mobile Phone | Colour May Vary |","The cable comes with 3 Different pins allowing you to charge your Android, iOS and Type-C devices at the same time|High-quality copper wires promote maximum signal quality and strength|Ensure a maximum charging speed up to 2A, charge faster than most standard cables.|This multi charger cable widely compatible with all Smartphones.|What You Get: 1 x 3 in 1 Multi Charging Cable (with Mini USB, Micro USB, Type C)",999,Mobile > Phones > Value Tier,Electronics,Value
B0B14MR9L1,"Samsung Galaxy M33 5G (Emerald Brown, 6GB, 128GB Storage) | 6000mAh Battery | Upto 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately","Exynos 1280 Octa Core 2.4GHz 5nm Processor with the 12 band support for a True 5G experience|16.72 centimeters (6.6-inch) LCD Display, FHD+ resolution, 1080x2400 pixels protected by Gorilla Glass 5|Versatile Quad camera setup-50MP (F1.8)+ 5MP (F2.2/UW- 123 FOV) + 2MP (F2.4/Depth) + 2MP (F2.4/Macro) QuadCamera| 8MP (F1.8) Front Camera|Massive 6000 mAh Battery | Memory, Storage & SIM: 6GB RAM | 128GB internal memory expandable up to 1TB| SIM 1 + SIM 2+ Micro SD|Latest Android v12.0, One UI 4 operating system.","24,999",Mobile > Phones > Mid-Tier,Electronics,Premium
B00SMFPJG0,"Kent Gold, Optima, Gold+ Spare Kit","Color: White|For gold, gold+, kool, star and optima models|1 UF membrane + 1 activated carbon pack + 1 sediment filters|Membrane life: 4000L",670,Home > Kitchen > Spare Parts,Home & Kitchen,Value
B07JPJJZ2H,"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)","[High Compatibility] : iPhones, iPad Air, iPad mini, iPod Nano and iPod Touch|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|[WARRANTY] 12-months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us.","1,299",Mobile > Phones > Value Tier,Electronics,Value
B0B4G2MWSB,"Lapster 5 pin mini usb cable, usb b cable,camera cable usb2.0 for External HDDS/Card Readers/Camera etc.","-mini usb cable is easy to plug and play connections with digital cameras , mobile phones, MP3 players, PDAs, External Hard Drives.|Compatibility with USB 1.0, 1.1 and 2.0.|This Camera cable transfer your pictures from your digital camera to your PC.|Connect a peripheral with a 5-Pin Mini-USB port to an USB Hub or USB port on PC|Warranty-1 year",999,Electronics > Accessories > Cables,Electronics,Value
B08FYB5HHK,"TP-Link UE300C USB Type-C to RJ45 Gigabit Ethernet Network Adapter/RJ45 LAN Wired Adapter for Ultrabook, Chromebook, Laptop, Desktop, Plug & Play, USB 3.0, Foldable and Portable Design","Ideal for laptop, tablet, and most USB-C powered web devices to access wired network|The fastest USB 3.0 and Gigabit solutions ensure a high-speed transfer rate of up to 1000 Mbps|Plug and Play in Windows 11/10/8.1/8, macOS, iPadOS, Chrome OS, and Linux OS|Foldable and Portable design ideally suits your Ultrabook","1,999",Mobile > Phones > Premium Tier,Electronics,Value
B07M69276N,"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier","UltimateÂ Wi-Fi SpeedÂ â€”â€” AC1300 (400 Mpbs on 2.4GHz band and 867 Mbps on 5GHz band) wireless speed with the next generation Wi-Fi - 802.11ac|Dual Band WirelessÂ â€”â€” 2.4GHz and 5GHz band for flexible connectivity|Mini designÂ â€”â€” Mini-sized design for convenient portability with a reliable high performance|Super Speed USB 3.0 Port â€”â€” Up to 10x faster transfer speeds than USB 2.0|MU-MIMOÂ â€”â€” Delivers highly efficient wireless connection|Supported Operating SystemÂ â€”â€” Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier","2,499",Mobile > Accessories > Cable,Electronics,Mid-Range
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)","Stay ahead and never miss out with a 3A fast charging speed for your devices|It supports Quick Charge 2.0/ 3.0 technology to keep your devices boosted up|Its sturdy design and braided cord are tough enough to withstand 10000+ bends|Crafted for convenience, it allows you to charge and sync data with just one cable|It is widely compatible with all types of Micro USB & Type-C enabled devices",499,Mobile > Accessories > Cable,Electronics,Value
B0B1NX6JTN,Spigen Ultra Hybrid Back Cover Case Compatible with iPhone 14 Pro max (TPU + Poly Carbonate | Crystal Clear),[Compatibility] Spigen Genuine Case Compatible with iPhone 14 Pro max|Clear Design : Crystal clear transparency flaunts original phone design|Protection : Air Cushion Technology for shock absorption|Precise Fit : All connections and buttons are easy to reach and use|Material : Hybrid technology made of a TPU bumper with a durable PC back,"2,599",Mobile > Phones > Premium Tier,Electronics,Mid-Range
B09DSXK8JX,Kodak 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32HDX7XPROBL (Black),"Resolution : HD Ready (1366x768) resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports to connect set top box, Blu-ray speakers or a gaming console | 2 USB ports to connect hard drives or other USB devices|Sound: 40 Watts Output | Powerful Speakers with Crystal clear Audio|Smart TV Features : Google Voice Assistance | Android 9.0 Pie | Smart Remote | Bezel-Less Design | Supported Applications : Sony Liv, Disney+Hotstar, Zee5, Youtube and more | Display Mirroring for compatible devices|Display : Durable A+ Grade DLED panel | Ultra bright screen for flawless picture quality even in bright rooms|Warranty Information: 1 Year warranty provided by Kodak TV from date of purchase|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","19,499",Mobile > Phones > Premium Tier,Electronics,Premium
B08HDJ86NZ,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)","The boAt Deuce USB 300 2 in 1 cable is compatible with smartphones, tablets, PC peripherals, Bluetooth speakers, power banks and all other devices with Type-C as well as Micro USB port|It ensures 3A fast charging and data transmissions with rapid sync at 480 mbps|The premium Nylon braided skin makes it sturdy and invincible against external damage|Its Aluminium alloy shell housing makes it last longer with 10000+ Bends Lifespan with extended frame protection for strain relief|The resilient and flexible design offers a tangle free experience seamlessly|Deuce USB 300 cable offers a perfect 1.5 meters in length for smooth & hassle-free user experience|2 years warranty from the date of purchase",699,Electronics > Accessories > Cables,Electronics,Value
B0B61HYR92,"Lapster usb 2.0 mantra cable, mantra mfs 100 data cable (black)",Used for mantra mfs 100 data cable|mantra cable comes in black colour|mantra device cable original is sturdy and easy to install|mantra fingerprint device cable have 1 year warranty,999,Electronics > Accessories > Cables,Electronics,Value
